Type,Document,Start,End
L0 Out of Scope,Poland-PL-1-70.txt,0,268
L0 Heading,Poland-PL-1-70.txt,271,280
L2 Outcome,Poland-PL-1-70.txt,271,2632
L1 Analysis,Poland-PL-1-70.txt,271,2632
L0 Heading,Poland-PL-1-70.txt,2635,2647
L1 Background,Poland-PL-1-70.txt,2635,3120
L0 Heading,Poland-PL-1-70.txt,3121,3170
L1 Analysis,Poland-PL-1-70.txt,3121,9152
L0 Out of Scope,Poland-PL-1-64.txt,0,297
L0 Heading,Poland-PL-1-64.txt,300,309
L2 Outcome,Poland-PL-1-64.txt,300,731
L1 Analysis,Poland-PL-1-64.txt,300,731
L0 Heading,Poland-PL-1-64.txt,734,746
L1 Background,Poland-PL-1-64.txt,734,3843
L1 Analysis,Poland-PL-1-64.txt,3844,7638
L0 Out of Scope,Poland-PL-1-66.txt,0,296
L0 Heading,Poland-PL-1-66.txt,299,308
L2 Outcome,Poland-PL-1-66.txt,299,707
L1 Analysis,Poland-PL-1-66.txt,299,707
L1 Background,Poland-PL-1-66.txt,710,722
L0 Heading,Poland-PL-1-66.txt,710,722
L1 Background,Poland-PL-1-66.txt,724,4330
L1 Analysis,Poland-PL-1-66.txt,4331,7237
L0 Out of Scope,Poland-PL-1-65.txt,0,293
L0 Heading,Poland-PL-1-65.txt,296,305
L2 Outcome,Poland-PL-1-65.txt,296,730
L1 Analysis,Poland-PL-1-65.txt,296,730
L0 Heading,Poland-PL-1-65.txt,733,745
L1 Background,Poland-PL-1-65.txt,733,3503
L1 Analysis,Poland-PL-1-65.txt,3504,7315
L0 Out of Scope,Poland-PL-1-67.txt,0,296
L0 Heading,Poland-PL-1-67.txt,299,308
L2 Outcome,Poland-PL-1-67.txt,299,730
L1 Analysis,Poland-PL-1-67.txt,299,730
L0 Heading,Poland-PL-1-67.txt,733,745
L1 Background,Poland-PL-1-67.txt,733,5450
L1 Analysis,Poland-PL-1-67.txt,5451,9602
L0 Out of Scope,Poland-PL-1-71.txt,0,297
L0 Heading,Poland-PL-1-71.txt,300,309
L2 Outcome,Poland-PL-1-71.txt,300,726
L1 Analysis,Poland-PL-1-71.txt,299,726
L0 Heading,Poland-PL-1-71.txt,729,741
L1 Background,Poland-PL-1-71.txt,729,3887
L1 Analysis,Poland-PL-1-71.txt,3888,7142
L0 Out of Scope,Poland-PL-1-73.txt,0,1853
L0 Heading,Poland-PL-1-73.txt,1856,1865
L2 Outcome,Poland-PL-1-73.txt,1856,2358
L1 Analysis,Poland-PL-1-73.txt,1856,2358
L0 Heading,Poland-PL-1-73.txt,2361,2373
L1 Background,Poland-PL-1-73.txt,2361,14168
L0 Heading,Poland-PL-1-73.txt,14170,14206
L1 Analysis,Poland-PL-1-73.txt,14169,16301
L0 Out of Scope,Poland-PL-1-74.txt,0,734
L0 Heading,Poland-PL-1-74.txt,737,746
L2 Outcome,Poland-PL-1-74.txt,737,1006
L1 Analysis,Poland-PL-1-74.txt,737,1006
L0 Heading,Poland-PL-1-74.txt,1009,1021
L1 Analysis,Poland-PL-1-74.txt,1009,7323
L0 Out of Scope,Poland-PL-1-75.txt,0,1460
L0 Heading,Poland-PL-1-75.txt,1463,1472
L2 Outcome,Poland-PL-1-75.txt,1463,3117
L1 Analysis,Poland-PL-1-75.txt,1463,3117
L0 Heading,Poland-PL-1-75.txt,3120,3132
L0 Heading,Poland-PL-1-75.txt,3133,3134
L0 Heading,Poland-PL-1-75.txt,32516,32518
L0 Heading,Poland-PL-1-75.txt,32616,32619
L1 Background,Poland-PL-1-75.txt,3120,32614
L1 Analysis,Poland-PL-1-75.txt,32616,119204
L0 Out of Scope,Poland-PL-1-80.txt,0,3392
L0 Heading,Poland-PL-1-80.txt,3395,3404
L2 Outcome,Poland-PL-1-80.txt,3395,9848
L1 Analysis,Poland-PL-1-80.txt,3395,9848
L0 Heading,Poland-PL-1-80.txt,9851,9865
L1 Analysis,Poland-PL-1-80.txt,106305,254767
L0 Heading,Poland-PL-1-80.txt,106304,106308
L0 Heading,Poland-PL-1-80.txt,105352,105354
L1 Background,Poland-PL-1-80.txt,9851,106303
L0 Out of Scope,Poland-PL-1-76.txt,0,1036
L0 Heading,Poland-PL-1-76.txt,13562,13565
L1 Analysis,Poland-PL-1-76.txt,13561,38780
L0 Heading,Poland-PL-1-76.txt,13206,13208
L1 Background,Poland-PL-1-76.txt,1820,13560
L0 Heading,Poland-PL-1-76.txt,1820,1834
L2 Outcome,Poland-PL-1-76.txt,1039,1817
L1 Analysis,Poland-PL-1-76.txt,1038,1817
L0 Heading,Poland-PL-1-76.txt,1039,1048
L0 Out of Scope,Poland-PL-1-77.txt,0,1643
L0 Heading,Poland-PL-1-77.txt,1646,1655
L2 Outcome,Poland-PL-1-77.txt,1646,4007
L1 Analysis,Poland-PL-1-77.txt,1646,4007
L0 Heading,Poland-PL-1-77.txt,32570,32574
L1 Analysis,Poland-PL-1-77.txt,32570,118475
L0 Out of Scope,Poland-PL-1-77.txt,14613,14616
L0 Heading,Poland-PL-1-77.txt,4010,4022
L1 Background,Poland-PL-1-77.txt,4009,32568
L0 Heading,Poland-PL-1-78.txt,11870,11874
L1 Analysis,Poland-PL-1-78.txt,11870,68778
L0 Heading,Poland-PL-1-78.txt,11531,11534
L1 Background,Poland-PL-1-78.txt,2710,11869
L0 Heading,Poland-PL-1-78.txt,2710,2724
L0 Heading,Poland-PL-1-78.txt,1496,2707
L2 Outcome,Poland-PL-1-78.txt,1496,2708
L1 Analysis,Poland-PL-1-78.txt,1496,2708
L0 Out of Scope,Poland-PL-1-78.txt,0,1493
L0 Out of Scope,Poland-PL-1-83.txt,0,3051
L0 Out of Scope,Poland-PL-1-83.txt,205241,311263
L0 Heading,Poland-PL-1-83.txt,43679,43684
L1 Analysis,Poland-PL-1-83.txt,43679,205238
L0 Heading,Poland-PL-1-83.txt,42289,42293
L1 Background,Poland-PL-1-83.txt,8091,43678
L0 Heading,Poland-PL-1-83.txt,8091,8105
L2 Outcome,Poland-PL-1-83.txt,3054,8088
L0 Heading,Poland-PL-1-83.txt,3054,3063
L1 Analysis,Poland-PL-1-83.txt,3054,8088
L0 Out of Scope,Poland-PL-1-79.txt,0,1778
L0 Heading,Poland-PL-1-79.txt,53487,53491
L1 Analysis,Poland-PL-1-79.txt,53487,88532
L0 Heading,Poland-PL-1-79.txt,53375,53378
L1 Background,Poland-PL-1-79.txt,4046,53486
L0 Heading,Poland-PL-1-79.txt,4046,4060
L0 Heading,Poland-PL-1-79.txt,50736,50740
L0 Heading,Poland-PL-1-79.txt,48036,48041
L0 Heading,Poland-PL-1-79.txt,47670,47674
L2 Outcome,Poland-PL-1-79.txt,1781,4043
L0 Heading,Poland-PL-1-79.txt,1781,1790
L1 Analysis,Poland-PL-1-79.txt,1781,4043
L0 Heading,Poland-PL-1-94.txt,21922,21926
L0 Heading,Poland-PL-1-94.txt,21421,21424
L1 Analysis,Poland-PL-1-94.txt,21922,130577
L1 Background,Poland-PL-1-94.txt,3564,21921
L0 Heading,Poland-PL-1-94.txt,3564,3578
L2 Outcome,Poland-PL-1-94.txt,1730,3561
L0 Heading,Poland-PL-1-94.txt,1730,1739
L1 Analysis,Poland-PL-1-94.txt,1730,3561
L0 Out of Scope,Poland-PL-1-94.txt,0,1727
L0 Out of Scope,Poland-PL-1-98.txt,0,1264
L2 Outcome,Poland-PL-1-98.txt,1267,2141
L1 Analysis,Poland-PL-1-98.txt,1267,2141
L0 Heading,Poland-PL-1-98.txt,1267,1276
L0 Heading,Poland-PL-1-98.txt,2144,2160
L0 Heading,Poland-PL-1-98.txt,17047,17052
L0 Heading,Poland-PL-1-98.txt,16938,16942
L1 Analysis,Poland-PL-1-98.txt,17047,35793
L1 Background,Poland-PL-1-98.txt,2144,17046
L0 Out of Scope,Poland-PL-1-97.txt,0,1963
L0 Out of Scope,Poland-PL-1-97.txt,92994,105247
L0 Heading,Poland-PL-1-97.txt,30544,30547
L0 Heading,Poland-PL-1-97.txt,30324,30327
L1 Analysis,Poland-PL-1-97.txt,30542,92992
L1 Background,Poland-PL-1-97.txt,3904,30542
L0 Heading,Poland-PL-1-97.txt,3904,3918
L2 Outcome,Poland-PL-1-97.txt,1966,3901
L1 Analysis,Poland-PL-1-97.txt,1966,3901
L0 Heading,Poland-PL-1-97.txt,1966,1975
L0 Heading,Poland-PL-1-99.txt,33511,33514
L1 Analysis,Poland-PL-1-99.txt,33510,90728
L0 Heading,Poland-PL-1-99.txt,31194,31196
L1 Background,Poland-PL-1-99.txt,3884,33509
L0 Heading,Poland-PL-1-99.txt,3884,3898
L2 Outcome,Poland-PL-1-99.txt,1912,3881
L1 Analysis,Poland-PL-1-99.txt,1912,3881
L0 Heading,Poland-PL-1-99.txt,1912,1921
L0 Out of Scope,Poland-PL-1-99.txt,0,1909
L0 Out of Scope,Poland-PL-1-86.txt,0,291
L2 Outcome,Poland-PL-1-86.txt,294,1972
L1 Analysis,Poland-PL-1-86.txt,294,1972
L0 Heading,Poland-PL-1-86.txt,294,303
L0 Heading,Poland-PL-1-86.txt,1975,1987
L1 Background,Poland-PL-1-86.txt,1975,7966
L0 Heading,Poland-PL-1-86.txt,7967,8012
L1 Analysis,Poland-PL-1-86.txt,7967,13742
L0 Out of Scope,Poland-PL-1-88.txt,0,371
L2 Outcome,Poland-PL-1-88.txt,374,630
L1 Analysis,Poland-PL-1-88.txt,374,630
L0 Heading,Poland-PL-1-88.txt,374,383
L0 Heading,Poland-PL-1-88.txt,633,645
L1 Background,Poland-PL-1-88.txt,633,5594
L0 Heading,Poland-PL-1-88.txt,5596,5640
L1 Analysis,Poland-PL-1-88.txt,5596,14397
L0 Out of Scope,Poland-PL-1-90.txt,0,321
L2 Outcome,Poland-PL-1-90.txt,324,577
L1 Analysis,Poland-PL-1-90.txt,324,577
L0 Heading,Poland-PL-1-90.txt,324,333
L0 Heading,Poland-PL-1-90.txt,580,592
L1 Background,Poland-PL-1-90.txt,580,3548
L1 Analysis,Poland-PL-1-90.txt,3549,6949
L0 Heading,Poland-PL-1-90.txt,3550,3594
L0 Out of Scope,Poland-PL-1-89.txt,0,302
L2 Outcome,Poland-PL-1-89.txt,305,676
L1 Analysis,Poland-PL-1-89.txt,305,676
L0 Heading,Poland-PL-1-89.txt,305,314
L0 Heading,Poland-PL-1-89.txt,679,691
L1 Background,Poland-PL-1-89.txt,679,3207
L0 Heading,Poland-PL-1-89.txt,3209,3253
L1 Analysis,Poland-PL-1-89.txt,3209,8977
L0 Out of Scope,Poland-PL-1-91.txt,0,351
L2 Outcome,Poland-PL-1-91.txt,354,605
L1 Analysis,Poland-PL-1-91.txt,354,605
L0 Heading,Poland-PL-1-91.txt,354,363
L0 Heading,Poland-PL-1-91.txt,608,620
L1 Background,Poland-PL-1-91.txt,608,5481
L0 Heading,Poland-PL-1-91.txt,5483,5527
L1 Analysis,Poland-PL-1-91.txt,5482,10423
L0 Out of Scope,Poland-PL-1-82.txt,0,300
L0 Heading,Poland-PL-1-82.txt,303,312
L2 Outcome,Poland-PL-1-82.txt,303,733
L1 Analysis,Poland-PL-1-82.txt,302,733
L0 Heading,Poland-PL-1-82.txt,736,748
L1 Background,Poland-PL-1-82.txt,736,2464
L0 Heading,Poland-PL-1-82.txt,2466,2510
L1 Analysis,Poland-PL-1-82.txt,2466,5157
L0 Out of Scope,Poland-PL-1-93.txt,0,332
L2 Outcome,Poland-PL-1-93.txt,335,588
L1 Analysis,Poland-PL-1-93.txt,335,588
L0 Heading,Poland-PL-1-93.txt,335,344
L0 Heading,Poland-PL-1-93.txt,591,603
L1 Background,Poland-PL-1-93.txt,591,3852
L0 Heading,Poland-PL-1-93.txt,3854,3898
L1 Analysis,Poland-PL-1-93.txt,3854,5237
L0 Out of Scope,Poland-PL-1-92.txt,0,326
L2 Outcome,Poland-PL-1-92.txt,329,694
L1 Analysis,Poland-PL-1-92.txt,329,694
L0 Heading,Poland-PL-1-92.txt,329,338
L0 Heading,Poland-PL-1-92.txt,697,709
L1 Background,Poland-PL-1-92.txt,697,3604
L0 Heading,Poland-PL-1-92.txt,3606,3650
L1 Analysis,Poland-PL-1-92.txt,3606,7758
L0 Out of Scope,Poland-PL-1-96.txt,0,300
L0 Heading,Poland-PL-1-96.txt,303,312
L2 Outcome,Poland-PL-1-96.txt,303,760
L1 Analysis,Poland-PL-1-96.txt,303,760
L0 Heading,Poland-PL-1-96.txt,763,775
L1 Background,Poland-PL-1-96.txt,763,8387
L0 Heading,Poland-PL-1-96.txt,8389,8433
L1 Analysis,Poland-PL-1-96.txt,8389,16579
L0 Out of Scope,Poland-PL-1-95.txt,0,335
L2 Outcome,Poland-PL-1-95.txt,338,592
L0 Heading,Poland-PL-1-95.txt,338,347
L1 Analysis,Poland-PL-1-95.txt,338,592
L0 Heading,Poland-PL-1-95.txt,595,607
L1 Background,Poland-PL-1-95.txt,595,4820
L0 Heading,Poland-PL-1-95.txt,4821,4866
L1 Analysis,Poland-PL-1-95.txt,4821,7385
L0 Out of Scope,Poland-PL-1-81.txt,0,287
L0 Heading,Poland-PL-1-81.txt,290,299
L2 Outcome,Poland-PL-1-81.txt,290,755
L1 Analysis,Poland-PL-1-81.txt,290,755
L0 Heading,Poland-PL-1-81.txt,758,770
L1 Background,Poland-PL-1-81.txt,758,2680
L0 Heading,Poland-PL-1-81.txt,2682,2726
L1 Analysis,Poland-PL-1-81.txt,2682,10683
L0 Out of Scope,Poland-PL-1-85.txt,0,300
L0 Heading,Poland-PL-1-85.txt,303,312
L2 Outcome,Poland-PL-1-85.txt,303,679
L1 Analysis,Poland-PL-1-85.txt,303,679
L0 Heading,Poland-PL-1-85.txt,682,694
L1 Background,Poland-PL-1-85.txt,682,4250
L0 Heading,Poland-PL-1-85.txt,4252,4296
L1 Analysis,Poland-PL-1-85.txt,4252,7987
L0 Out of Scope,Poland-PL-1-87.txt,0,329
L2 Outcome,Poland-PL-1-87.txt,332,585
L1 Analysis,Poland-PL-1-87.txt,332,585
L0 Heading,Poland-PL-1-87.txt,332,341
L0 Heading,Poland-PL-1-87.txt,588,600
L1 Background,Poland-PL-1-87.txt,588,3367
L0 Heading,Poland-PL-1-87.txt,3369,3413
L1 Analysis,Poland-PL-1-87.txt,3369,9649
L0 Out of Scope,Poland-PL-1-100.txt,0,327
L0 Heading,Poland-PL-1-100.txt,330,339
L2 Outcome,Poland-PL-1-100.txt,330,765
L1 Analysis,Poland-PL-1-100.txt,330,765
L0 Heading,Poland-PL-1-100.txt,768,780
L1 Background,Poland-PL-1-100.txt,780,5280
L1 Background,Poland-PL-1-100.txt,768,780
L0 Heading,Poland-PL-1-100.txt,5282,5318
L1 Analysis,Poland-PL-1-100.txt,5281,7738
L0 Out of Scope,Poland-PL-1-101.txt,0,835
L0 Heading,Poland-PL-1-101.txt,838,847
L1 Analysis,Poland-PL-1-101.txt,838,1316
L2 Outcome,Poland-PL-1-101.txt,838,1316
L0 Heading,Poland-PL-1-101.txt,1319,1331
L1 Background,Poland-PL-1-101.txt,1318,7727
L0 Heading,Poland-PL-1-101.txt,7729,7765
L1 Analysis,Poland-PL-1-101.txt,7729,13990
L1 Analysis,Poland-PL-1-1.txt,851,1701
L1 Analysis,Poland-PL-1-1.txt,4394,12308
L1 Background,Poland-PL-1-1.txt,1704,4393
L2 Outcome,Poland-PL-1-1.txt,851,1701
L1 Analysis,Poland-PL-1-2.txt,3336,7086
L2 Outcome,Poland-PL-1-2.txt,1078,1572
L1 Background,Poland-PL-1-2.txt,1575,3335
L1 Analysis,Poland-PL-1-3.txt,979,1143
L2 Outcome,Poland-PL-1-3.txt,979,1143
L1 Background,Poland-PL-1-3.txt,1146,8956
L1 Analysis,Poland-PL-1-3.txt,8958,16470
