Type,Document,Ordering,Text
L1 Background,Poland-PL-1-69.txt,8,"Organ wskazał, że z danych zgromadzonych w Kompleksowym Systemie Informatycznym ZUS wynika, że ubezpieczona w okresie od 15 stycznia 2007 r. do 5 grudnia 2009 r. była zgłoszona do obowiązkowych ubezpieczeń społecznych przez innego płatnika z tytułu zatrudnienia na podstawie umowy o pracę, a w pozostałym okresie objętym decyzją nie miała innego tytułu rodzącego obowiązek objęcia ubezpieczeniami społecznymi."
L1 Background,Poland-PL-1-69.txt,9,"Zakład Ubezpieczeń Społecznych uznał zaskarżone decyzje za prawidłowe jako wydane na podstawie art. 6 ust. 1 pkt 4, art. 9 ust. 1 i 1a oraz art. 46 ust. 1 ustawy z 13 października 1998 r. o systemie ubezpieczeń społecznych."
L1 Background,Poland-PL-1-69.txt,10,"W piśmie z dnia 4 marca 2012 r. odwołujące się Towarzystwo wskazało na obowiązek informacyjny Zakładu Ubezpieczeń Społecznych wynikający z art. 44 ust. 1 i art. 50 ust. 1 ustawy o systemie ubezpieczeń społecznych, który zobowiązuje Zakład do przesłania każdemu ubezpieczonemu tzw. ""informacji o stanie konta"" do 31 lipca każdego roku za rok poprzedni, a ponadto na art. 50 ust. 2e i 2f wskazujący na możliwość dla ubezpieczonego, w przypadku stwierdzenia rozbieżności, braku lub błędnego naliczania składek społecznych - złożenia do płatnika wniosku o sprostowanie danych."
L1 Background,Poland-PL-1-69.txt,11,Postanowieniem z 20 lutego 2012 r. Sąd Okręgowy wezwał do udziału w sprawie w charakterze zainteresowanej E. N.
L1 Background,Poland-PL-1-69.txt,12,"W piśmie z 23 kwietnia 2012 r. zainteresowana E. N. podniosła, że nie zgadza się z oceną pracodawcy, że to jej celowe działanie spowodowało odprowadzanie składek na ubezpieczenie społeczne w nieprawidłowej wysokości gdyż rozpoczynając pracę w Towarzystwie (... ) w W. poinformowała pracodawcę, że pozostaje w innym stosunku pracy."
L1 Background,Poland-PL-1-69.txt,13,"Podniosła, że nie została wówczas poproszona o dalsze informacje odnośnie rodzaju umowy czy wysokości wynagrodzenia."
L1 Background,Poland-PL-1-69.txt,14,Wyrokiem z 26 marca 2013 r. Sąd Okręgowy w Warszawie XIV Wydział Ubezpieczeń Społecznych oddalił odwołania (... ) Towarzystwa (...) w W. od decyzji Zakładu Ubezpieczeń Społecznych I Oddział w W. z 14 grudnia 2011 r. nr (...) oraz z 14 grudnia 2011 r. nr (...).
L1 Background,Poland-PL-1-69.txt,15,"Podstawą powyższego rozstrzygnięcia Sądu Okręgowego były następujące ustalenia faktyczne: E. N. świadczyła pracę na rzecz (... ) Towarzystwa (...) w W. na podstawie kolejnych umów zlecenia w okresach: od 6 marca 2008 r. do 31 grudnia 2008 r., od 1 września 2009 r. do 15 grudnia 2009 r., od 1 marca 2010 r. do 30 czerwca 2010 r., od 6 września 2010 r. do 5 grudnia 2010 r. oraz od 1 grudnia 2009 r. do 30 listopada 2012 r. W okresie od 15 stycznia 2007 r. do 5 grudnia 2009 r. E. N. podlegała obowiązkowym ubezpieczeniom społecznym z tytułu zatrudnienia na podstawie umowy o pracę u innego pracodawcy, a podstawa wymiaru składek na jej ubezpieczenia społeczne była niższa od najniższego wynagrodzenia obowiązującego w danym roku kalendarzowym."
L1 Background,Poland-PL-1-69.txt,16,"Odwołujący się 13 czerwca 2008 r. zgłosił E. N. do ubezpieczenia zdrowotnego od 1 kwietnia 2008 r. W dniach 7 i 9 marca 2011 r. Zakład Ubezpieczeń Społecznych, I Oddział w W. przeprowadził kontrolę płatnika składek (... ) Towarzystwo (...) w W. Decyzją z 14 grudnia 2011 r. (...) Zakład Ubezpieczeń Społecznych I Oddział w W. stwierdził, że E. N. jako osoba wykonująca pracę na podstawie umowy zlecenia u płatnika składek (...) podlega obowiązkowo ubezpieczeniom emerytalnemu, rentowym i wypadkowemu od 6 marca 2008 r. do 31 grudnia 2008 r. oraz od 1 września 2009 r. Decyzją z 14 grudnia 2011 r. (...) Zakład Ubezpieczeń Społecznych stwierdził, że podstawa wymiaru składek na ubezpieczenia E. N., podlegającej ubezpieczeniom jako osoba wykonująca pracę na podstawie umowy zlecenia u płatnika składek (... ) wynosi: za okres maj 2008 r. : - na ubezpieczenia emerytalne i rentowe - 2.400,00 zł, ubezpieczenie wypadkowe - 2.400,00 zł, ubezpieczenie zdrowotne - 2.129,76 zł; - za okres czerwca 2008 r. - na ubezpieczenia emerytalne i rentowe - 1.200,00 zł, ubezpieczenie wypadkowe - 1.200,00 zł, ubezpieczenie zdrowotne - 1.064,88 zł; za okres lipca 2008 r. - na ubezpieczenia emerytalne i rentowe 1.200,00 zł, ubezpieczenie wypadkowe - 1.200,00 zł, ubezpieczenie zdrowotne - 1.064,88 zł; - za okres września 2008 r. - ubezpieczenia emerytalne i rentowe - 1.380,00 zł, ubezpieczenie wypadkowe 1.380,00 zł, ubezpieczenie zdrowotne - 1.224,61 zł; - za okres listopada 2008 r. - na ubezpieczenia emerytalne i rentowe - 1.200,00 zł, ubezpieczenie wypadkowe - 1.200,00 zł, ubezpieczenie zdrowotne - 1.064,88 zł; - za okres grudnia 2008 r. - na ubezpieczenia emerytalne i rentowe - 3.120,00 zł, ubezpieczenie wypadkowe - 3.120,00 zł, ubezpieczenie zdrowotne - 2.768,69 zł; - za okres września 2009 r. - ubezpieczenia emerytalne i rentowe - 2.000,00 zł, ubezpieczenie wypadkowe - 2.000,00 zł, ubezpieczenie zdrowotne - 1.774,80 zł; - za okres października 2009 r. - ubezpieczenia emerytalne i rentowe - 2.000,00 zł, ubezpieczenie wypadkowe - 2.000,00 zł, ubezpieczenie zdrowotne - 1.774,80 zł; - za listopad 2009 r. - na ubezpieczenia emerytalne i rentowe - 2.000,00 zł, ubezpieczenie wypadkowe - 2.000,00 zł, ubezpieczenie zdrowotne - 1.774,80 zł; - za okres grudnia 2009 r. - na ubezpieczenia emerytalne i rentowe - 1.690,00 zł, ubezpieczenie wypadkowe - 1.690,00 zł, ubezpieczenie zdrowotne - 1.499,71 zł; - za okres grudnia 2009 r. - ubezpieczenie zdrowotne - 190,00 zł; za okres stycznia 2010 r. - na ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres lutego 2010 r. - ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres marca 2010 r. - na ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 złotych; - za okres marca 2010 r. - ubezpieczenie zdrowotne - 1.300,00 złotych; za okres kwietnia 2010 r. - ubezpieczenia emerytalne i rentowe - 990,00 złotych, ubezpieczenie wypadkowe - 990,00 złotych, ubezpieczenie zdrowotne - 878,53 złotych; - za okres kwietnia 2010 r. - ubezpieczenie zdrowotne - 2.000,00 złotych; za okres maja 2010 r. - na ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres maja 2010 r. - na ubezpieczenie zdrowotne - 2.000,00 zł; za okres czerwca 2010 r. - ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres czerwca 2010 r. - ubezpieczenie zdrowotne - 1.208,80 zł; za okres lipca 2010 r. - na ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres sierpnia 2010 r. - na ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres września 2010 r. - na ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres października 2010 r. - na ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres listopada 2010 r. - ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; za okres grudnia 2010 r. - na ubezpieczenia emerytalne i rentowe - 990,00 zł, ubezpieczenie wypadkowe - 990,00 zł, ubezpieczenie zdrowotne - 878,53 zł; - za okres stycznia 2011 r. - na ubezpieczenia emerytalne i rentowe - 1.034,00 zł, ubezpieczenie wypadkowe - 1.034,00 zł, ubezpieczenie zdrowotne - 917,57 zł."
L1 Background,Poland-PL-1-69.txt,17,"Powyższy stan faktyczny Sąd Okręgowy ustalił na podstawie dokumentów zawartych w aktach organu rentowego oraz aktach sprawy, których treść i autentyczność nie budziły wątpliwości ani nie były kwestionowane przez żadną ze stron postępowania."
L1 Background,Poland-PL-1-69.txt,18,"Uwzględniając powyższe ustalenia Sąd Okręgowy uznał, że odwołania są niezasadne i jako takie podlegają oddaleniu i wskazał, że procedura stwierdzania nieważności decyzji uregulowana jest przez Kodeks postępowania administracyjnego w art. 156 do 159 i należy do właściwości organów administracji publicznej, natomiast sądy rozpoznają jedynie odwołania od decyzji wydawanych przez organy rentowe (art. 4778 - art. 47716 KPC)."
L1 Background,Poland-PL-1-69.txt,19,"Sąd Okręgowy stwierdził, że nieprawdą jest, że zaskarżone decyzje wydane zostały wyłącznie na podstawie art. 38 ust. 1 ustawy z 13 października 1998 r. o systemie ubezpieczeń społecznych (Dz.U. z 2009 r. Nr 205, poz. 1585 ze zm., zwana ustawą systemową), gdyż organ rentowy wskazując podstawę prawną decyzji, zgodnie z art. 107 § 1 KPA wskazał także na inne przepisy prawa."
L1 Background,Poland-PL-1-69.txt,20,"Sąd stwierdził, że przepis ten nakłada na organ obowiązek wydania decyzji w każdym przypadku, gdy wystąpi spór dotyczący obowiązku ubezpieczeń społecznych."
L1 Background,Poland-PL-1-69.txt,21,Ogólna kompetencja ZUS do wydawania decyzji w zakresie indywidualnych spraw dotyczących ustalania wymiaru składek i ich poboru wynika natomiast z art. 83 ust. 1 pkt 3 ww. ustawy.
L1 Background,Poland-PL-1-69.txt,22,"Odnośnie zarzutów dotyczących prawidłowości przeprowadzonej kontroli Sąd podniósł, że nie mają one związku z rozstrzygnięciem zaskarżonej decyzji, gdyż kontroli Sądu podlega jedynie treść decyzji organu rentowego, zaś prawidłowość przeprowadzonej kontroli może być przedmiotem badania w zakresie w jakim ma wpływ na decyzję."
L1 Background,Poland-PL-1-69.txt,23,"Sąd Okręgowy zważył, że poza sporem jest fakt, że zainteresowana świadczyła pracę na rzecz odwołującego się na podstawie zawartych między stronami umów zlecenia oraz to, że okresowo podlegała obowiązkowym ubezpieczeniom społecznym z tytułu zatrudnienia na podstawie umowy o pracę u innego pracodawcy."
L1 Background,Poland-PL-1-69.txt,24,Istotę sporu Sąd zdefiniował jako kwestię podlegania przez zainteresowaną obowiązkowym ubezpieczeniom społecznym z tytułu umów zlecenia.
L1 Background,Poland-PL-1-69.txt,25,"Zgodnie z art. 6 ust. 1 pkt 4 i ust. 4 ustawy systemowej, obowiązkowo ubezpieczeniom emerytalnemu i rentowym podlegają osoby fizyczne, które na obszarze Rzeczypospolitej Polskiej są osobami wykonującymi pracę na podstawie umowy agencyjnej lub umowy zlecenia albo innej umowy o świadczenie usług, do której zgodnie z Kodeksem cywilnym stosuje się przepisy dotyczące zlecenia."
L1 Background,Poland-PL-1-69.txt,26,"W myśl art. 13 pkt 2 ww.) ustawy obowiązkowo ubezpieczeniom emerytalnemu, rentowym i wypadkowemu podlegają zleceniobiorcy od dnia oznaczonego w umowie jako dzień rozpoczęcia jej wykonywania do dnia rozwiązania lub wygaśnięcia umowy."
L1 Background,Poland-PL-1-69.txt,27,"Według art. 9 ust. 1 i 1a ustawy systemowej osoby będące pracownikami, wykonujący jednocześnie umowę zlecenia podlegają obowiązkowo ubezpieczeniom społecznym ze stosunku pracy."
L1 Background,Poland-PL-1-69.txt,28,"Natomiast z tytułu wykonywania umowy zlecenia ubezpieczenia emerytalne i rentowe mają dla takiej osoby charakter dobrowolny, jeżeli podstawa wymiaru składek ze stosunku pracy w przeliczeniu na okres miesiąca wynosi co najmniej minimalne wynagrodzenie."
L1 Background,Poland-PL-1-69.txt,29,"Ponadto, zgodnie z art. 9 ust. 2 wskazanej ustawy osoby spełniające warunki do objęcia obowiązkowo ubezpieczeniami emerytalnym i rentowymi z kilku tytułów, o których mowa w art. 6 ust. 1 pkt 4 jest objęta obowiązkowo ubezpieczeniami z tego tytułu który powstał najwcześniej."
L1 Background,Poland-PL-1-69.txt,30,"Może ona dobrowolnie na swój wniosek, być objęta ubezpieczeniami emerytalnym i rentowymi także z pozostałych, wszystkich lub wybranych tytułów lub zmienić tytuł ubezpieczenia."
L1 Background,Poland-PL-1-69.txt,31,"Sąd pierwszej instancji stwierdził, że od 1 stycznia 2008 r. minimalne wynagrodzenie za pracę wynosiło 1.126,00 zł, od 1 stycznia 2009 r. - 1. 276,00 złotych, od 1 stycznia 2010 r. - 1.317,00 zł, od 1 stycznia 2011 r. - 1.386,00 zł. Analizując znajdujące się w aktach rentowych informacje o dochodach (PIT - 11) za lata 2008, 2009, 2010 Sąd Okręgowy stwierdził, że podstawa wymiaru składek z tytułu umowy o pracę zainteresowanej była niższa od minimalnego wynagrodzenia obowiązującego w danym roku kalendarzowym, a zatem Zakład Ubezpieczeń Społecznych prawidłowo ustalił, że E. N. od 6 marca 2008 r. do 31 grudnia 2008 r. oraz od 1 września 2009 r. podlega obowiązkowo ubezpieczeniom emerytalnemu, rentowym, wypadkowemu i zdrowotnemu z tytułu zawartych z odwołującym się umów zlecenia."
L1 Background,Poland-PL-1-69.txt,32,Natomiast z tytułu kolejnych umów zlecenia zawartych od 1 marca 2010 r. do 30 czerwca 2010 r. oraz od 6 września 2010 r. do 5 grudnia 2010 r. zainteresowana podlega jedynie ubezpieczeniu zdrowotnemu.
L1 Background,Poland-PL-1-69.txt,33,"Sąd Okręgowy stwierdził dalej, że zgodnie z art. 18 ust. 1 i 3 i art. 4 pkt 9 ustawy systemowej podstawę wymiaru składek na ubezpieczenia emerytalne i rentowe ubezpieczonych wymienionych w art. 6 ust. 1 pkt 1 - 3 i pkt 18a stanowi przychód w rozumieniu przepisów o podatku dochodowym od osób fizycznych m.in. z tytułu zatrudnienia w ramach stosunku pracy, a także z tytułu umowy agencyjnej lub umowy zlecenia."
L1 Background,Poland-PL-1-69.txt,34,"Powyższe potwierdza art. 18 ust. 3 który mówi, że podstawę wymiaru składek na ubezpieczenia emerytalne i rentowe zleceniobiorców ustala się zgodnie z ust. 1, jeżeli w umowie agencyjnej lub umowie zlecenia albo w innej umowie o świadczenie usług, do której zgodnie z Kodeksem cywilnym stosuje się przepisy dotyczące zlecenia, określono odpłatność za jej wykonywanie kwotowo, w kwotowej stawce godzinowej lub akordowej albo prowizyjnie."
L1 Background,Poland-PL-1-69.txt,35,"Natomiast do ustalenia podstawy wymiaru składek na ubezpieczenie zdrowotne zleceniobiorców, stosuje się przepisy określające podstawę wymiaru składek na ubezpieczenia emerytalne i rentowe tych osób zgodnie z art. 81 ust. 1 ustawy o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych. W myśl art. 81 ust. 6 tej ustawy podstawę wymiaru składek na ubezpieczenie zdrowotne pomniejsza się o kwoty składek na ubezpieczenia emerytalne i rentowe finansowanych przez ubezpieczonych nie będących płatnikami składek, potrąconych przez płatników ze środków ubezpieczonego, zgodnie z przepisami ustawy o systemie ubezpieczeń społecznych."
L1 Background,Poland-PL-1-69.txt,36,"Stosownie do art. 46 ust. 1 i art. 36 ust. 2 i 11 ustawy systemowej Sąd stwierdził, że na płatniku składek ciąży obowiązek zgłoszenia do ubezpieczeń społecznych zleceniobiorców oraz ich wyrejestrowania."
L1 Background,Poland-PL-1-69.txt,37,"Płatnik składek jest obowiązany według zasad wynikających z przepisów ustawy obliczać, potrącać z dochodów ubezpieczonych, rozliczać oraz opłacać składki za każdy miesiąc kalendarzowy."
L1 Background,Poland-PL-1-69.txt,38,"Sąd stwierdził, że bezspornym jest, że płatnik składek Towarzystwo (...) w W. nie dopełniło obowiązku skorygowania dokumentacji ubezpieczeniowej zainteresowanej."
L1 Background,Poland-PL-1-69.txt,39,"W konsekwencji, stosownie do art. 83 ust. 1 pkt 3 ustawy o systemie ubezpieczeń społecznych pozwany organ wydał decyzję, na podstawie której ustalił w stosunku do E. N. w sposób prawidłowy podstawę wymiaru składek na podstawie wskazanych w decyzji przepisów, dlatego też na podstawie art. 47714 § 1 KPC Sąd Okręgowy oddalił odwołania."
L1 Background,Poland-PL-1-69.txt,40,"Apelację od powyższego wyroku złożył odwołujący się płatnik - (...) (...) w W., zaskarżając go w całości."
L1 Background,Poland-PL-1-69.txt,41,"Odwołujący się podniósł zarzut naruszenia art. 2 Konstytucji RP, z którego to przepisu wyprowadza się zasadę zaufania obywateli do państwa i stanowionego przez nie prawa oraz art. 32 Konstytucji poprzez niezastosowanie zasady, że wszyscy mają prawo do równego traktowania poprzez władze publiczne i wszyscy wobec prawa są równi."
L1 Background,Poland-PL-1-69.txt,42,"Ponadto skarżący stwierdził, że odczuł dyskryminację stosowaną ze strony ZUS."
L1 Background,Poland-PL-1-69.txt,43,"Zdaniem apelującego organ rentowy nie zbadał rzeczywistej przyczyny nie opłacania przez płatnika ""pełnych"" składek na ubezpieczenie społeczne E. N. nie udowadniając (... ) winy umyślnej."
L1 Background,Poland-PL-1-69.txt,44,"Apelujący wniósł o uchylenie w całości wyroku oraz oddalenie dwóch decyzji ZUS z 14 grudnia 2011 r. Odwołujący się w uzasadnieniu apelacji wskazał, że jako organizacja pożytku publicznego, prowadzącą w (... ) placówek opiekuńczo - wychowawczych typu wsparcia dziennego dla dzieci i młodzieży otrzymuje m.in. dotacje z dzielnicowych urzędów m.st. W."
L1 Background,Poland-PL-1-69.txt,45,"Placówki czynne są w godzinach popołudniowych - a zatrudnieni w nich m.in. wychowawcy czy instruktorzy, z reguły pracują w godzinach porannych u innych pracodawców."
L1 Background,Poland-PL-1-69.txt,46,"Apelujący podkreślił, że (...) przy naliczaniu składek działało w dobrej wierze, jest organizacją nie nastawioną na osiąganie zysku, zgłosiło E. N. do ZUS w zakresie opłacania tylko składek zdrowotnych na podstawie oświadczenia zainteresowanej, że pracodawca potrąca jej składki na ubezpieczenie społeczne."
L1 Background,Poland-PL-1-69.txt,47,"Skarżący podniósł, że wg decyzji ZUS, ma ponieść konsekwencje finansowe, na które nie miał wpływu, nie posiada też możliwości pozyskania dodatkowych środków finansowych, gdyż dotacja została rozliczona."
L1 Background,Poland-PL-1-69.txt,48,"Ponadto wskazał, że informacje o wszelkich zmianach na koncie ubezpieczonego posiada ZUS, który o istotnych zmianach mógł poinformować "" na bieżąco"" płatnika na podobnych zasadach jak określa art. 44 ust. 1 ustawy o systemie ubezpieczeń społecznych."
L1 Background,Poland-PL-1-69.txt,49,"Apelujący wniósł o ""wypowiedzenie się"" biegłego sądowego ds. informatyki na temat prawidłowości funkcjonowania (... ) w zakresie kontroli danych wprowadzanych do tego systemu - czy (...) i ZUS funkcjonuje zgodnie z ustawą systemową."
L1 Background,Poland-PL-1-69.txt,50,"W odpowiedzi na apelację zainteresowana wniosła o jej oddalenie i podkreśliła, że nie czuję się winna zaistniałej sytuacji i jest oburzona oskarżeniami o chęć wyłudzenia wyższego wynagrodzenia."
L1 Background,Poland-PL-1-69.txt,51,Pozwany organ nie ustosunkował się do zarzutów i wniosków apelacji.
L1 Analysis,Poland-PL-1-69.txt,52,"Apelacja płatnika - Towarzystwa (...) w W. (...) (...) jako bezzasadna podlega oddaleniu w całości, na podstawie art. 385 KPC."
L1 Analysis,Poland-PL-1-69.txt,53,"Poczynione przez Sąd Okręgowy ustalenia faktyczne, jako nie budzące wątpliwości i nie kwestionowane przez strony, w zakresie istotnym dla sporu, Sąd Apelacyjny przyjmuje także za podstawę własnego rozstrzygnięcia, uznając je za w pełni wyczerpujące i nie wymagające uzupełnienia na tym etapie postępowania."
L1 Analysis,Poland-PL-1-69.txt,54,"W ocenie Sądu Apelacyjnego zarzut naruszenia art. 2 Konstytucji Rzeczypospolitej Polskiej, zgodnie z którym Rzeczpospolita Polska jest demokratycznym państwem prawnym, urzeczywistniającym zasady sprawiedliwości społecznej jest bezzasadny."
L1 Analysis,Poland-PL-1-69.txt,55,"Skarżący nie wyjaśnił wprawdzie na czym polega naruszenie przez Sąd Okręgowy w zaskarżonym wyroku przytoczonej normy konstytucyjnej, niemniej jednak wskazać należy, że fundamentem ustroju politycznego w Polsce jest zasada demokratycznego państwa prawnego."
L1 Analysis,Poland-PL-1-69.txt,56,"Wytycza ona kierunki rozwoju ustroju państwa, stanowi podstawę dla stanowienia prawa przez parlament, stanowi też nakaz dla całego aparatu wykonawczego, by jego działalność służyła realizacji tej zasady."
L1 Analysis,Poland-PL-1-69.txt,57,"Została w niej wyrażona wola ustrojodawcy, aby państwem zarządzano zgodnie z prawem, by prawo stało ponad państwem, było wytyczną działania dla niego i dla społeczeństwa."
L1 Analysis,Poland-PL-1-69.txt,58,"Z zasady tej wynika najwyższa ranga Konstytucji w systemie źródeł prawa i rola ustawy uchwalanej przez parlament, jej priorytet w tworzeniu porządku prawnego w państwie."
L1 Analysis,Poland-PL-1-69.txt,59,"Z powyższym bezpośrednio wiąże się zasada, że w demokratycznym państwie prawnym byt organu państwowego opiera się na prawie, które określa zarazem kompetencje organu i wyznacza granice jego działalności."
L1 Analysis,Poland-PL-1-69.txt,60,"Podkreślić zatem należy, że stosownie do wyrażonej powyżej zasady oraz zgodnie z art. 3 ust. 1 ustawy z 13 października 1998 r. o systemie ubezpieczeń społecznych (Dz.U. z 2013 r. poz. 1442 ze zm., zwanej ustawą systemową) zadania z zakresu ubezpieczeń społecznych, określone ustawą, wykonuje Zakład Ubezpieczeń Społecznych."
L1 Analysis,Poland-PL-1-69.txt,61,"Stosownie do art. 68 ust. 1 ustawy systemowej, do zakresu działania Zakładu należy między innymi realizacja przepisów o ubezpieczeniach społecznych, a w szczególności: stwierdzanie i ustalanie obowiązku ubezpieczeń społecznych, wymierzanie i pobieranie składek na ubezpieczenia społeczne, prowadzenie rozliczeń z płatnikami składek z tytułu należnych składek, prowadzenie indywidualnych kont ubezpieczonych i kont płatników składek."
L1 Analysis,Poland-PL-1-69.txt,62,"Stosownie zaś do dyspozycji zawartej w art. 83 ust. 1 ustawy systemowej Zakład wydaje decyzje w zakresie indywidualnych spraw dotyczących w szczególności: zgłaszania do ubezpieczeń społecznych, przebiegu ubezpieczeń, czy ustalania wymiaru składek i ich poboru."
L1 Analysis,Poland-PL-1-69.txt,63,"Wbrew zatem przekonaniu apelującego, Zakład Ubezpieczeń Społecznych wydając decyzje, które są przedmiotem niniejszego procesu, nie naruszył obowiązujących przepisów prawa, lecz wykonał ciążący na tym organie ustawowy obowiązek. Z art. 6 ust. 1 pkt 4 ustawy o systemie ubezpieczeń społecznych wynika, że obowiązkowo ubezpieczeniom emerytalnemu i rentowym podlegają, z zastrzeżeniem art. 8 i 9, osoby fizyczne, które na obszarze Rzeczypospolitej Polskiej są osobami wykonującymi pracę na podstawie umowy agencyjnej lub umowy zlecenia albo innej umowy o świadczenie usług, do której zgodnie z Kodeksem cywilnym stosuje się przepisy dotyczące zlecenia."
L1 Analysis,Poland-PL-1-69.txt,64,Zgodnie zaś z art. 12 ust. 1 ustawy obowiązkowo ubezpieczeniu wypadkowemu podlegają osoby podlegające ubezpieczeniom emerytalnemu i rentowym z zastrzeżeniem wynikającym z ust. 2 i 2a tego przepisu.
L1 Analysis,Poland-PL-1-69.txt,65,"Nie było sporu w przedmiotowej sprawie co do tego, że płatnik składek w dniach 6 marca 2008 r., 1 września 2009 r., 1 grudnia 2009 r., 1 marca 2010 r. oraz 6 września 2010 r. zawarł z E. N. umowy zlecenia, stanowiące podstawę do wydania przez organ w dniu 14 grudnia 2011 r. decyzji."
L1 Analysis,Poland-PL-1-69.txt,66,"Zgodnie z art. 36 ust. 1 ustawy systemowej, każda osoba objęta obowiązkowo ubezpieczeniami emerytalnym i rentowymi podlega zgłoszeniu do ubezpieczeń społecznych, przy czym obowiązek zgłoszenia do ubezpieczeń społecznych osób określonych m.in. w art. 6 ust. 1 pkt 4 (zleceniobiorcy), należy do płatnika składek."
L1 Analysis,Poland-PL-1-69.txt,67,"Stosownie zaś do art. 46 ust. 1 ustawy płatnik składek jest obowiązany według zasad wynikających z przepisów ustawy obliczać, potrącać z dochodów ubezpieczonych, rozliczać oraz opłacać należne składki za każdy miesiąc kalendarzowy."
L1 Analysis,Poland-PL-1-69.txt,68,"Z powyższego wynika zatem, że składki na ubezpieczenie społeczne stają się wymagalne w terminie ich płatności niezależnie od tego, czy zostały prawidłowo rozliczone i wskazane w deklaracji rozliczeniowej, stosownie do art. 46 ust. 1, art. 47 ust. 1 ustawy systemowej oraz art. 31 tej ustawy."
L1 Analysis,Poland-PL-1-69.txt,69,"W świetle powyższego nie ulega wątpliwości, że składki stają się wymagalne w terminie ich płatności, niezależnie od przyczyn, które doprowadziły do ich niezapłacenia, gdyż obowiązek ich uiszczenia wynika z samego faktu zaistnienia tytułu obowiązkowych ubezpieczeń społecznych, w przedmiotowej sprawie z zawarcia i wykonywania umów zlecenia pomiędzy apelującym płatnikiem a E. N. Wielokrotne zawieranie umów cywilnoprawnych z mocy prawa skutkuje bowiem obowiązkiem objęcia E. N. ubezpieczeniem społecznym o charakterze obowiązkowym w zakresie emerytalnym, rentowym i wypadkowym, co wynika w sposób jednoznaczny z przytoczonych wyżej przepisów ustawy systemowej."
L1 Analysis,Poland-PL-1-69.txt,70,"Obowiązkiem, a nie uprawnieniem organu rentowego, było zatem wydanie decyzji objętych niniejszym postępowaniem z uwagi na wyniki przeprowadzonej kontroli i ustalenie niewykonania obowiązków w zakresie ubezpieczeń społecznych przez płatnika."
L1 Analysis,Poland-PL-1-69.txt,71,"Wymienione wyżej obowiązki, spoczywające na płatniku, należą do sfery zobowiązań o charakterze publicznoprawnym, które nie mogą podlegać ograniczaniu, modyfikacji czy miarkowaniu z uwagi na zasady współżycia społecznego, bez względu na to jakim rodzajem działalności zajmuje się płatnik."
L1 Analysis,Poland-PL-1-69.txt,72,"Przepisy te mają bowiem charakter bezwzględnie obowiązujący, który w drodze zastosowania jakiejkolwiek klauzuli typowej dla zobowiązań cywilnoprawnych, nie mogą być uchylane, ani zmieniane."
L1 Analysis,Poland-PL-1-69.txt,73,"Nie ma także znaczenia podnoszona w apelacji kwestia "" dobrej woli"" po stronie płatnika, gdyż w omawianej materii kwestia winy nie ma znaczenia dla powstania i realizacji obowiązków z zakresu ubezpieczeń społecznych."
L1 Analysis,Poland-PL-1-69.txt,74,Zarzuty apelacji dotyczące tej kwestii są zatem nietrafne.
L1 Analysis,Poland-PL-1-69.txt,75,"Ponadto należy podkreślić, że przewidziany w art. 36 ust. 2 ustawy o systemie ubezpieczeń społecznych obowiązek zgłoszenia ubezpieczonego do ubezpieczeń społecznych istnieje niezależnie od prawdziwości oświadczenia zleceniobiorcy co do posiadania ubezpieczenia z innych tytułów."
L1 Analysis,Poland-PL-1-69.txt,76,"Podkreślić należy, że obowiązek ten ma charakter bezwzględny."
L1 Analysis,Poland-PL-1-69.txt,77,"Oznacza to, że strony stosunku ubezpieczenia nie mogą go modyfikować wedle własnego uznania i potrzeb."
